phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_pitch_time_3,upper_pitch_angle_3,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,eval_t_sim_s,eval_altitude_m,eval_speed_mps,eval_vr_mps,eval_fpa_deg,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 2 (coarse),1179,5.6249,1.3,88.5,42.5,77.0,70.5,52.9,112.1,44.2,130.8,21.6,28.9,806.3,11.2,0.0,11.6,74.9,247.7,17.1,774.6,3.5,726.1,3.6,0.75,0.59,0.98,0.78,0.08,0.32,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007913134.30,5786474.24,1000000000.00,0.00,0.00,456541.69,650.000,456541.69,10820.306,1468.327,7.799,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.3,88.5],[42.5,77.0],[70.5,52.9],[112.1,44.2],[130.8,21.6]]","[[11.6,74.9],[247.7,17.1],[726.1,3.6],[774.6,3.5]]","[[0.0,1.0],[13.079,1.0],[13.079,1.0],[65.393,1.0],[65.393,1.0],[117.708,1.0],[117.708,1.0],[130.787,1.0],[1000000000.0,1.0]]","[[0.0,0.749],[68.19,0.749],[68.19,0.591],[255.367,0.591],[255.367,0.978],[717.716,0.978],[717.716,0.782],[806.295,0.782],[807.295,0.0]]",ESCAPE
Phase 2 (coarse),1178,5.6036,2.3,88.4,42.4,79.0,66.8,58.2,119.8,49.1,124.4,21.1,25.3,829.6,19.9,0.0,18.7,74.6,263.6,20.3,795.5,4.5,624.3,3.8,0.78,0.70,1.00,0.77,0.05,0.40,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001035874.58,5799673.15,1000000000.00,0.00,0.00,604480.68,658.500,604480.68,10692.408,2087.784,11.260,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.3,88.4],[42.4,79.0],[66.8,58.2],[119.8,49.1],[124.4,21.1]]","[[18.7,74.6],[263.6,20.3],[624.3,3.8],[795.5,4.5]]","[[0.0,1.0],[12.444,1.0],[12.444,1.0],[62.218,1.0],[62.218,1.0],[111.993,1.0],[111.993,1.0],[124.436,1.0],[1000000000.0,1.0]]","[[0.0,0.785],[43.202,0.785],[43.202,0.705],[335.323,0.705],[335.323,1.0],[736.008,1.0],[736.008,0.774],[829.594,0.774],[830.594,0.0]]",ESCAPE
Phase 2 (coarse),1184,5.7019,5.9,87.1,33.8,80.6,69.6,59.8,113.9,47.6,125.7,21.5,27.3,833.6,8.9,0.0,19.6,74.7,234.4,22.3,731.3,3.1,237.3,3.3,0.85,0.61,0.98,0.78,0.11,0.34,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010161963.66,5818171.26,1000000000.00,0.00,0.00,656233.95,643.000,656233.95,10670.096,2149.473,11.622,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.9,87.1],[33.8,80.6],[69.6,59.8],[113.9,47.6],[125.7,21.5]]","[[19.6,74.7],[234.4,22.3],[237.3,3.3],[731.3,3.1]]","[[0.0,1.0],[12.565,1.0],[12.565,1.0],[62.826,1.0],[62.826,1.0],[113.088,1.0],[113.088,1.0],[125.653,1.0],[1000000000.0,1.0]]","[[0.0,0.853],[94.052,0.853],[94.052,0.611],[280.852,0.611],[280.852,0.975],[752.979,0.975],[752.979,0.781],[833.577,0.781],[834.577,0.0]]",ESCAPE
Phase 2 (coarse),1187,5.7564,2.5,86.7,42.3,79.9,74.1,53.8,118.1,46.1,125.0,21.0,23.9,623.3,14.5,0.0,19.5,70.8,197.1,16.3,718.5,4.5,349.3,3.9,0.81,0.73,1.00,0.84,0.06,0.26,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009706698.91,5822252.09,1000000000.00,0.00,0.00,571940.13,591.000,571940.13,10733.595,1879.741,10.086,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.5,86.7],[42.3,79.9],[74.1,53.8],[118.1,46.1],[125.0,21.0]]","[[19.5,70.8],[197.1,16.3],[349.3,3.9],[718.5,4.5]]","[[0.0,1.0],[12.499,1.0],[12.499,1.0],[62.493,1.0],[62.493,1.0],[112.487,1.0],[112.487,1.0],[124.986,1.0],[1000000000.0,1.0]]","[[0.0,0.815],[36.329,0.815],[36.329,0.731],[161.553,0.731],[161.553,0.996],[524.867,0.996],[524.867,0.843],[623.326,0.843],[624.326,0.0]]",ESCAPE
Phase 2 (coarse),1185,5.8768,5.1,88.4,30.5,79.5,61.2,56.7,118.6,46.8,125.3,24.7,27.8,813.1,11.8,0.0,14.1,71.5,195.0,18.9,509.3,4.4,242.8,4.6,0.75,0.71,1.00,0.73,0.10,0.26,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002860188.10,5829423.87,1000000000.00,0.00,0.00,507313.46,605.000,507313.46,10771.028,1437.143,7.668,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.1,88.4],[30.5,79.5],[61.2,56.7],[118.6,46.8],[125.3,24.7]]","[[14.1,71.5],[195.0,18.9],[242.8,4.6],[509.3,4.4]]","[[0.0,1.0],[12.533,1.0],[12.533,1.0],[62.666,1.0],[62.666,1.0],[112.799,1.0],[112.799,1.0],[125.332,1.0],[1000000000.0,1.0]]","[[0.0,0.754],[77.669,0.754],[77.669,0.706],[208.458,0.706],[208.458,0.999],[769.779,0.999],[769.779,0.734],[813.066,0.734],[814.066,0.0]]",ESCAPE
Phase 2 (coarse),1192,6.0917,3.4,87.8,41.5,80.2,64.5,48.7,108.7,47.1,126.8,21.1,24.0,509.5,12.0,0.0,19.5,67.9,252.2,19.6,498.5,3.9,611.5,4.3,0.74,0.67,0.93,0.73,0.07,0.25,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006617664.28,5834683.02,1000000000.00,0.00,0.00,598191.53,604.000,598191.53,10707.661,1790.031,9.623,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.4,87.8],[41.5,80.2],[64.5,48.7],[108.7,47.1],[126.8,21.1]]","[[19.5,67.9],[252.2,19.6],[498.5,3.9],[611.5,4.3]]","[[0.0,1.0],[12.676,1.0],[12.676,1.0],[63.379,1.0],[63.379,1.0],[114.083,1.0],[114.083,1.0],[126.759,1.0],[1000000000.0,1.0]]","[[0.0,0.738],[36.302,0.738],[36.302,0.667],[128.613,0.667],[128.613,0.934],[482.13,0.934],[482.13,0.731],[509.476,0.731],[510.476,0.0]]",ESCAPE
Phase 2 (coarse),1186,5.6715,5.5,88.5,41.3,81.2,59.5,53.2,112.4,40.9,126.4,22.5,30.0,753.4,15.4,0.0,19.5,72.9,279.3,20.9,683.7,2.0,501.8,2.7,0.74,0.75,0.96,0.84,0.10,0.30,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001374345.65,5827903.21,1000000000.00,0.00,0.00,663477.90,624.000,663477.90,10648.128,2376.463,12.896,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.5,88.5],[41.3,81.2],[59.5,53.2],[112.4,40.9],[126.4,22.5]]","[[19.5,72.9],[279.3,20.9],[501.8,2.7],[683.7,2.0]]","[[0.0,1.0],[12.64,1.0],[12.64,1.0],[63.201,1.0],[63.201,1.0],[113.762,1.0],[113.762,1.0],[126.402,1.0],[1000000000.0,1.0]]","[[0.0,0.737],[75.647,0.737],[75.647,0.748],[224.805,0.748],[224.805,0.963],[715.63,0.963],[715.63,0.838],[753.351,0.838],[754.351,0.0]]",ESCAPE
Phase 2 (coarse),1191,5.6383,6.1,87.8,48.3,83.8,62.6,55.8,106.3,43.4,124.6,21.5,28.7,733.4,20.0,0.0,15.7,72.1,206.9,19.3,557.3,4.2,381.3,3.6,0.93,0.59,1.00,0.80,0.05,0.29,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000397280.47,5826738.95,1000000000.00,0.00,0.00,449048.00,637.500,449048.00,10812.340,1278.042,6.788,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,87.8],[48.3,83.8],[62.6,55.8],[106.3,43.4],[124.6,21.5]]","[[15.7,72.1],[206.9,19.3],[381.3,3.6],[557.3,4.2]]","[[0.0,1.0],[12.459,1.0],[12.459,1.0],[62.294,1.0],[62.294,1.0],[112.129,1.0],[112.129,1.0],[124.588,1.0],[1000000000.0,1.0]]","[[0.0,0.928],[36.677,0.928],[36.677,0.59],[211.668,0.59],[211.668,1.0],[695.803,1.0],[695.803,0.802],[733.405,0.802],[734.405,0.0]]",ESCAPE
Phase 2 (coarse),1188,5.6519,2.2,88.3,42.0,77.6,65.6,57.6,118.2,46.3,128.0,21.4,29.5,737.8,11.8,0.0,18.7,70.4,235.0,22.7,565.2,4.5,377.5,3.6,0.73,0.64,0.95,0.83,0.08,0.25,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003134585.23,5790218.94,1000000000.00,0.00,0.00,577379.14,626.500,577379.14,10717.150,1900.882,10.217,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.2,88.3],[42.0,77.6],[65.6,57.6],[118.2,46.3],[128.0,21.4]]","[[18.7,70.4],[235.0,22.7],[377.5,3.6],[565.2,4.5]]","[[0.0,1.0],[12.805,1.0],[12.805,1.0],[64.025,1.0],[64.025,1.0],[115.244,1.0],[115.244,1.0],[128.049,1.0],[1000000000.0,1.0]]","[[0.0,0.733],[62.245,0.733],[62.245,0.635],[187.042,0.635],[187.042,0.952],[667.071,0.952],[667.071,0.825],[737.774,0.825],[738.774,0.0]]",ESCAPE
Phase 2 (coarse),1190,5.6089,5.8,87.5,41.8,81.2,67.8,60.7,118.1,46.7,130.7,21.1,29.6,831.3,18.9,0.0,15.9,67.0,244.6,23.6,576.8,3.5,548.9,3.7,0.75,0.71,0.98,0.76,0.08,0.25,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006509733.00,5798432.02,1000000000.00,0.00,0.00,628171.62,625.500,628171.62,10684.555,2149.506,11.606,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.8,87.5],[41.8,81.2],[67.8,60.7],[118.1,46.7],[130.7,21.1]]","[[15.9,67.0],[244.6,23.6],[548.9,3.7],[576.8,3.5]]","[[0.0,1.0],[13.066,1.0],[13.066,1.0],[65.331,1.0],[65.331,1.0],[117.596,1.0],[117.596,1.0],[130.662,1.0],[1000000000.0,1.0]]","[[0.0,0.748],[63.554,0.748],[63.554,0.712],[208.52,0.712],[208.52,0.984],[781.943,0.984],[781.943,0.762],[831.262,0.762],[832.262,0.0]]",ESCAPE
Phase 2 (coarse),1189,5.8563,4.3,88.1,41.1,79.5,73.8,61.6,120.0,49.9,124.5,22.2,26.4,595.2,9.7,0.0,16.3,70.7,251.8,18.9,775.6,4.0,587.7,4.4,0.73,0.68,0.94,0.86,0.05,0.34,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003063384.17,5836964.44,1000000000.00,0.00,0.00,648898.91,626.500,648898.91,10662.343,2161.107,11.694,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.3,88.1],[41.1,79.5],[73.8,61.6],[120.0,49.9],[124.5,22.2]]","[[16.3,70.7],[251.8,18.9],[587.7,4.4],[775.6,4.0]]","[[0.0,1.0],[12.451,1.0],[12.451,1.0],[62.255,1.0],[62.255,1.0],[112.059,1.0],[112.059,1.0],[124.511,1.0],[1000000000.0,1.0]]","[[0.0,0.734],[31.676,0.734],[31.676,0.683],[202.758,0.683],[202.758,0.936],[556.049,0.936],[556.049,0.856],[595.194,0.856],[596.194,0.0]]",ESCAPE
Phase 2 (coarse),1194,5.7021,4.0,87.4,38.3,79.4,67.8,55.7,119.9,44.7,128.3,21.1,27.4,758.1,7.5,0.0,19.5,74.3,208.1,21.0,624.8,4.5,758.9,3.6,0.74,0.85,0.99,0.79,0.08,0.25,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004157490.07,5805914.60,1000000000.00,0.00,0.00,681339.69,585.000,681339.69,10639.874,2392.912,12.997,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.0,87.4],[38.3,79.4],[67.8,55.7],[119.9,44.7],[128.3,21.1]]","[[19.5,74.3],[208.1,21.0],[624.8,4.5],[758.9,3.6]]","[[0.0,1.0],[12.828,1.0],[12.828,1.0],[64.139,1.0],[64.139,1.0],[115.451,1.0],[115.451,1.0],[128.279,1.0],[1000000000.0,1.0]]","[[0.0,0.739],[63.828,0.739],[63.828,0.847],[192.132,0.847],[192.132,0.991],[718.955,0.991],[718.955,0.794],[758.109,0.794],[759.109,0.0]]",ESCAPE
Phase 2 (coarse),1195,5.5886,4.0,88.4,40.8,74.8,62.2,48.1,118.3,45.8,126.4,21.5,22.7,676.2,14.4,0.0,18.7,73.9,229.3,19.8,774.5,4.3,477.5,2.7,0.76,0.70,1.00,0.76,0.06,0.29,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002492555.50,5795261.12,1000000000.00,0.00,0.00,560531.34,603.000,560531.34,10728.956,2180.568,11.727,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.0,88.4],[40.8,74.8],[62.2,48.1],[118.3,45.8],[126.4,21.5]]","[[18.7,73.9],[229.3,19.8],[477.5,2.7],[774.5,4.3]]","[[0.0,1.0],[12.64,1.0],[12.64,1.0],[63.2,1.0],[63.2,1.0],[113.76,1.0],[113.76,1.0],[126.4,1.0],[1000000000.0,1.0]]","[[0.0,0.76],[40.177,0.76],[40.177,0.697],[195.205,0.697],[195.205,1.0],[635.965,1.0],[635.965,0.758],[676.15,0.758],[677.15,0.0]]",ESCAPE
Phase 2 (coarse),1193,5.8950,6.0,86.1,38.8,78.0,69.6,58.1,115.7,47.9,124.6,23.4,29.7,703.3,12.9,0.0,18.9,69.5,238.0,14.6,558.2,4.4,555.8,1.1,0.82,0.72,1.00,0.82,0.05,0.36,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003574024.06,5835480.99,1000000000.00,0.00,0.00,533210.62,620.500,533210.62,10752.156,1398.085,7.471,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,86.1],[38.8,78.0],[69.6,58.1],[115.7,47.9],[124.6,23.4]]","[[18.9,69.5],[238.0,14.6],[555.8,1.1],[558.2,4.4]]","[[0.0,1.0],[12.458,1.0],[12.458,1.0],[62.288,1.0],[62.288,1.0],[112.119,1.0],[112.119,1.0],[124.576,1.0],[1000000000.0,1.0]]","[[0.0,0.817],[38.663,0.817],[38.663,0.724],[253.49,0.724],[253.49,0.997],[655.645,0.997],[655.645,0.822],[703.274,0.822],[704.274,0.0]]",ESCAPE
Phase 2 (coarse),1199,5.8319,2.7,88.1,36.7,75.1,61.5,63.2,119.4,44.5,127.2,22.2,29.5,737.7,10.6,0.0,15.5,74.0,189.2,22.3,556.4,4.4,283.2,4.3,0.81,0.83,0.98,0.82,0.10,0.25,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006609467.95,5825316.19,1000000000.00,0.00,0.00,672026.79,589.000,672026.79,10651.501,2227.868,12.073,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.7,88.1],[36.7,75.1],[61.5,63.2],[119.4,44.5],[127.2,22.2]]","[[15.5,74.0],[189.2,22.3],[283.2,4.3],[556.4,4.4]]","[[0.0,1.0],[12.717,1.0],[12.717,1.0],[63.586,1.0],[63.586,1.0],[114.454,1.0],[114.454,1.0],[127.172,1.0],[1000000000.0,1.0]]","[[0.0,0.806],[75.917,0.806],[75.917,0.829],[186.019,0.829],[186.019,0.978],[696.183,0.978],[696.183,0.823],[737.68,0.823],[738.68,0.0]]",ESCAPE
Phase 2 (coarse),1197,5.5943,5.2,88.5,36.4,79.1,69.1,50.8,120.0,45.7,139.6,21.1,23.1,769.1,19.3,0.0,15.6,74.9,242.1,23.2,362.8,2.2,512.2,2.9,0.83,0.65,1.00,0.90,0.08,0.25,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009568855.36,5785229.70,1000000000.00,0.00,0.00,501687.73,614.000,501687.73,10787.876,944.208,5.021,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.2,88.5],[36.4,79.1],[69.1,50.8],[120.0,45.7],[139.6,21.1]]","[[15.6,74.9],[242.1,23.2],[362.8,2.2],[512.2,2.9]]","[[0.0,1.0],[13.959,1.0],[13.959,1.0],[69.796,1.0],[69.796,1.0],[125.633,1.0],[125.633,1.0],[139.592,1.0],[1000000000.0,1.0]]","[[0.0,0.831],[62.218,0.831],[62.218,0.648],[192.28,0.648],[192.28,1.0],[719.53,1.0],[719.53,0.901],[769.076,0.901],[770.076,0.0]]",ESCAPE
Phase 2 (coarse),1198,5.8507,6.0,86.5,36.7,80.8,67.3,56.4,118.2,47.3,124.5,21.1,29.8,770.4,10.3,0.0,18.7,72.7,174.3,20.1,525.3,4.1,911.3,0.9,0.81,0.60,0.99,0.82,0.07,0.25,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008155695.44,5838990.51,1000000000.00,0.00,0.00,473727.33,617.500,473727.33,10807.200,1292.176,6.867,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,86.5],[36.7,80.8],[67.3,56.4],[118.2,47.3],[124.5,21.1]]","[[18.7,72.7],[174.3,20.1],[525.3,4.1],[911.3,0.9]]","[[0.0,1.0],[12.446,1.0],[12.446,1.0],[62.229,1.0],[62.229,1.0],[112.013,1.0],[112.013,1.0],[124.459,1.0],[1000000000.0,1.0]]","[[0.0,0.808],[57.255,0.808],[57.255,0.601],[193.711,0.601],[193.711,0.993],[715.117,0.993],[715.117,0.818],[770.425,0.818],[771.425,0.0]]",ESCAPE
Phase 2 (coarse),1196,5.5897,4.4,88.3,33.5,76.1,68.5,61.6,119.7,45.0,126.2,21.1,28.9,540.2,12.0,0.0,19.2,73.9,274.5,23.6,176.3,3.4,661.7,4.5,0.74,0.64,0.96,0.73,0.06,0.28,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000410797.00,5774352.18,1000000000.00,0.00,0.00,522051.30,618.000,522051.30,10754.964,984.670,5.253,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.4,88.3],[33.5,76.1],[68.5,61.6],[119.7,45.0],[126.2,21.1]]","[[19.2,73.9],[176.3,3.4],[274.5,23.6],[661.7,4.5]]","[[0.0,1.0],[12.617,1.0],[12.617,1.0],[63.085,1.0],[63.085,1.0],[113.554,1.0],[113.554,1.0],[126.171,1.0],[1000000000.0,1.0]]","[[0.0,0.737],[33.986,0.737],[33.986,0.641],[152.664,0.641],[152.664,0.962],[512.905,0.962],[512.905,0.733],[540.194,0.733],[541.194,0.0]]",ESCAPE
Phase 2 (coarse),1200,5.7217,5.0,88.5,48.4,80.0,68.0,50.4,118.8,48.8,126.9,24.0,25.5,761.1,19.0,0.0,19.2,74.9,208.7,17.8,788.7,0.6,625.4,4.4,0.73,0.70,0.95,0.74,0.08,0.30,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009647863.61,5843413.12,1000000000.00,0.00,0.00,499302.42,633.500,499302.42,10789.888,1541.582,8.214,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.0,88.5],[48.4,80.0],[68.0,50.4],[118.8,48.8],[126.9,24.0]]","[[19.2,74.9],[208.7,17.8],[625.4,4.4],[788.7,0.6]]","[[0.0,1.0],[12.685,1.0],[12.685,1.0],[63.427,1.0],[63.427,1.0],[114.168,1.0],[114.168,1.0],[126.853,1.0],[1000000000.0,1.0]]","[[0.0,0.735],[63.135,0.735],[63.135,0.698],[229.518,0.698],[229.518,0.951],[721.659,0.951],[721.659,0.735],[761.1,0.735],[762.1,0.0]]",ESCAPE
Phase 2 (coarse),1208,6.1698,5.4,86.7,31.7,79.6,59.6,52.9,114.5,44.6,128.2,21.0,28.0,596.7,5.2,0.0,13.0,74.5,242.3,23.2,585.8,3.7,563.3,2.6,0.79,0.62,1.00,0.80,0.05,0.30,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000406192.53,5834677.82,1000000000.00,0.00,0.00,611893.69,607.000,611893.69,10685.555,2181.476,11.780,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.4,86.7],[31.7,79.6],[59.6,52.9],[114.5,44.6],[128.2,21.0]]","[[13.0,74.5],[242.3,23.2],[563.3,2.6],[585.8,3.7]]","[[0.0,1.0],[12.818,1.0],[12.818,1.0],[64.092,1.0],[64.092,1.0],[115.365,1.0],[115.365,1.0],[128.183,1.0],[1000000000.0,1.0]]","[[0.0,0.789],[30.032,0.789],[30.032,0.616],[179.102,0.616],[179.102,1.0],[565.053,1.0],[565.053,0.805],[596.689,0.805],[597.689,0.0]]",ESCAPE
Phase 2 (coarse),1207,5.6509,6.0,87.7,43.0,84.2,62.6,52.0,115.2,45.8,131.3,24.9,26.1,626.3,11.0,0.0,18.8,69.9,265.5,23.6,797.4,4.5,272.4,4.2,0.89,0.60,0.99,0.85,0.05,0.30,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004936586.80,5829006.00,1000000000.00,0.00,0.00,682299.98,620.500,682299.98,10640.615,2750.710,14.982,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,87.7],[43.0,84.2],[62.6,52.0],[115.2,45.8],[131.3,24.9]]","[[18.8,69.9],[265.5,23.6],[272.4,4.2],[797.4,4.5]]","[[0.0,1.0],[13.129,1.0],[13.129,1.0],[65.647,1.0],[65.647,1.0],[118.165,1.0],[118.165,1.0],[131.294,1.0],[1000000000.0,1.0]]","[[0.0,0.888],[31.709,0.888],[31.709,0.602],[189.001,0.602],[189.001,0.991],[594.595,0.991],[594.595,0.849],[626.253,0.849],[627.253,0.0]]",ESCAPE
Phase 2 (coarse),1201,5.7196,4.4,87.5,45.6,77.9,63.8,60.9,117.2,45.4,124.4,21.1,25.8,769.5,8.9,0.0,11.0,65.1,284.5,17.0,585.2,4.2,235.0,1.9,0.77,0.65,0.95,0.85,0.13,0.31,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000278000.86,5809089.45,1000000000.00,0.00,0.00,592875.62,627.500,592875.62,10699.894,1733.689,9.325,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.4,87.5],[45.6,77.9],[63.8,60.9],[117.2,45.4],[124.4,21.1]]","[[11.0,65.1],[235.0,1.9],[284.5,17.0],[585.2,4.2]]","[[0.0,1.0],[12.439,1.0],[12.439,1.0],[62.194,1.0],[62.194,1.0],[111.949,1.0],[111.949,1.0],[124.388,1.0],[1000000000.0,1.0]]","[[0.0,0.767],[102.716,0.767],[102.716,0.649],[236.913,0.649],[236.913,0.947],[641.441,0.947],[641.441,0.851],[769.505,0.851],[770.505,0.0]]",ESCAPE
Phase 2 (coarse),1204,5.5943,4.6,88.4,48.6,81.0,64.1,57.0,117.7,46.2,132.6,21.6,29.6,717.5,19.6,0.0,19.3,74.8,179.9,16.4,643.3,4.0,341.0,2.5,0.88,0.62,0.99,0.82,0.09,0.32,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001520997.23,5789128.01,1000000000.00,0.00,0.00,433600.54,633.500,433600.54,10826.680,1213.702,6.437,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.6,88.4],[48.6,81.0],[64.1,57.0],[117.7,46.2],[132.6,21.6]]","[[19.3,74.8],[179.9,16.4],[341.0,2.5],[643.3,4.0]]","[[0.0,1.0],[13.264,1.0],[13.264,1.0],[66.32,1.0],[66.32,1.0],[119.376,1.0],[119.376,1.0],[132.64,1.0],[1000000000.0,1.0]]","[[0.0,0.878],[66.669,0.878],[66.669,0.618],[226.815,0.618],[226.815,0.991],[649.059,0.991],[649.059,0.822],[717.467,0.822],[718.467,0.0]]",ESCAPE
Phase 2 (coarse),1203,6.0752,6.0,88.4,41.4,79.6,69.0,63.2,117.0,45.0,136.7,21.3,29.4,793.9,4.6,0.0,16.2,74.9,178.2,20.1,392.0,4.5,342.4,3.5,0.73,0.66,1.00,0.75,0.06,0.26,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002418765.64,5848765.04,1000000000.00,0.00,0.00,460700.61,614.000,460700.61,10806.858,806.670,4.281,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,88.4],[41.4,79.6],[69.0,63.2],[117.0,45.0],[136.7,21.3]]","[[16.2,74.9],[178.2,20.1],[342.4,3.5],[392.0,4.5]]","[[0.0,1.0],[13.674,1.0],[13.674,1.0],[68.37,1.0],[68.37,1.0],[123.066,1.0],[123.066,1.0],[136.74,1.0],[1000000000.0,1.0]]","[[0.0,0.734],[43.975,0.734],[43.975,0.662],[205.509,0.662],[205.509,1.0],[753.387,1.0],[753.387,0.747],[793.923,0.747],[794.923,0.0]]",ESCAPE
Phase 2 (coarse),1206,5.5910,4.1,88.5,48.5,77.3,66.0,51.6,119.6,49.2,128.8,22.3,25.0,789.3,18.0,0.0,16.7,73.8,236.9,20.6,777.6,4.2,242.3,2.2,0.74,0.60,0.99,0.81,0.06,0.25,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005137770.72,5807425.24,1000000000.00,0.00,0.00,536082.14,631.000,536082.14,10752.832,2047.651,10.978,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.1,88.5],[48.5,77.3],[66.0,51.6],[119.6,49.2],[128.8,22.3]]","[[16.7,73.8],[236.9,20.6],[242.3,2.2],[777.6,4.2]]","[[0.0,1.0],[12.883,1.0],[12.883,1.0],[64.417,1.0],[64.417,1.0],[115.951,1.0],[115.951,1.0],[128.834,1.0],[1000000000.0,1.0]]","[[0.0,0.737],[47.894,0.737],[47.894,0.595],[197.411,0.595],[197.411,0.994],[724.745,0.994],[724.745,0.812],[789.273,0.812],[790.273,0.0]]",ESCAPE
